Title,Location,Rooms,Size,Floor,Series,Price
"Kļūsti par pirmo īrnieku. 
Pilnīgi jauns dzīvoklis jaunā projek",centrsElijas 26,2,60,4/5,Jaun.,920  €/mēn.
Сдаю квартиру после капитального ремонта. Все новое. После ремон,ĶengaragsKaņiera 18,1,35,2/12,Čehu pr.,350  €/mēn.
Izîrèju vienistabas dzîvokli privàtmàjà ar èrtîbàm. Dałèji mèbel,ImantaImantas 1. l. 19,1,25,1/1,Priv. m.,250  €/mēn.
"Fasādes māja, kapitālais remonts, 2 istabas izolētas, studio tip",centrsAlunāna 2A,3,62,2/6,Renov.,600  €/mēn.
"Tiek izīrēts vienistabas dzīvoklis, renovētā mājā, blakus Akrapo",ĶengaragsMaskavas 273,1,30,3/5,Renov.,235  €/mēn.
"Iemīļotā jauniešu viesnīcas tipa istabas, īrei uz ilgstošu laiku",centrsČaka 114,1,14,2/5,P. kara,221  €/mēn.
Izīrē saulainu 3 istabu dzīvokli jaunajā projektā Skanstes Virso,centrsGrostonas 25,3,108,17/24,Jaun.,"1,400  €/mēn."
"Plašs, mājīgs Apartaments īrēšanai uz dažādiem laikiem. 
Dzīvok",PļavniekiSaharova 17,1,49,11/12,104.,30  €/dienā
"Tiek izīrēts mājīgs 1istabu dzīvoklis pie pašas Daugavas, ar vis",ĀgenskalnsMūkusalas 56,1,23,3/3,Renov.,330  €/mēn.
"Pieejams no 08.06.2024 .
Izīrēju dzīvokli lieliskā vietā pie tr",ĀgenskalnsOrmaņu 4,1,24,1/2,P. kara,260  €/mēn.
"Tiek izīrēts pīlnībā aprīkots dzīvoklis Vecrīgā, Tirgoņu un Krām",VecrīgaTirgoņu 17,2,84,2/3,P. kara,690  €/mēn.
"Piedāvājam īstermiņa īrei numuriņus un zāles svinibām, jaunā māj",centrsĢertrūdes 61A,1,50,3/3,Jaun.,40  €/dienā
Сдается комната (минимально на 1 месяц) за 130 Eur/месяц плюс ко,VecmīlgrāvisGāles 17,1,20,2/5,Specpr.,130  €/mēn.
"Gaišs, saulains, izremontēts dzīvoklis ilgtermiņa īrei. Aprīkots",DzegužkalnsŪdens 14,2,37,2/3,Renov.,400  €/mēn.
Izīrē gaišu 2-istabas dzīvokli ar iebūvētu virtuvi un tehniku (t,centrsAlauksta 9,2,71,1/6,Jaun.,380  €/mēn.
"В тихом центре предлагаю в аренду уникальную, компактную, красив",centrsTomsona 21,2,39,3/5,Staļina,450  €/mēn.
"Квартира со всеми удобствами в хорошем состоянии , полностью меб",centrsPētersalas 9,2,45,3/4,P. kara,35  €/dienā
"Izīrē 1 istabasdzīvokli lāba stāvoklī Āgenskalnā. Silts, gaišs,",ĀgenskalnsKristapa 14,1,13,2/4,Hrušč.,225  €/mēn.
Zīrē gaišu un plašu daļēji mēbelētu trīs istabu dzīvokli Rīgas K,centrsElizabetes 12,3,121,3/6,P. kara,"2,000  €/mēn."
"Dzīvoklis pēc remonta. 

Krišjāņa Barona iela 63
Māja atrodas",centrsBarona 63,4,118,5/5,P. kara,800  €/mēn.
Izīrēju savu 1-istabu dzīvokli ar visām ērtībām. Dzīvoklis atrod,Krasta r-nsMaskavas 65,1,30,2/5,Hrušč.,340  €/mēn.
"Izīrēju gaišo un smuku dzīvokli Rīgas centrā, netālu no Bērnu pa",centrsBarona 80,2,46,5/5,P. kara,380  €/mēn.
Владелец сдает в аренду на длительный срок 2x-комнатную квартиру,ĶengaragsMaskavas 275,2,47,8/12,Čehu pr.,320  €/mēn.
"Izīrēju lielisku 2-istabu dzīvokli. Istabas izolētas. 

Dzīvok",ZiepniekkalnsKartupeļu 19,2,45,3/5,Renov.,40  €/dienā
Dzīvoklis ar autostāvvietu Vecrīgā. Tiek izīrēts 2-ist. dzīvokli,centrsGrēcinieku 30,2,59,3/5,Staļina,600  €/mēn.
Īpašnieks izīrē funkcionālu 3 istabu dzīvokli 3. stāvā ar liftu,GrīziņkalnsVārnu 11,3,112,3/5,Jaun.,980  €/mēn.
"Сдаётся светлая 3-х комнатная квартира, с подземным парковочным",PļavniekiSalnas 21,3,60,1/9,Jaun.,600  €/mēn.
Iltermiņa īre. Divistabu dzīvoklis klusā Teikas rajonā. Māja ren,TeikaZemgaļu 23a,2,42,3/3,Hrušč.,350  €/mēn.
"Plašs un gaišs 4-istabu dzīvoklis pie Ziedoņdārza. 

- Tikko v",centrsBruņinieku 52,4,116,4/5,P. kara,"1,000  €/mēn."
"Īrei pieejams divu istabu dzīvoklis Vecmīlgrāvī. 

+ērts plāno",VecmīlgrāvisDombrovska 47,2,51,4/9,602.,350  €/mēn.
"Īstermiņā no 2st. tiek izīrēts saulains, mājīgs jauns vienistaba",centrsVagonu 22,1,30,3/5,Renov.,30  €/dienā
"Izīrē pilnībā aprīkotu 2 istabu dzīvokli, 30 m2, guļamistaba izo",ČiekurkalnsČiekurkalna 2. l. 50,2,30,2/3,Renov.,400  €/mēn.
"Izīrēju 4 istabu dzīvokli, 
- 3 istabas izolētas, 
- 2 vannas",centrsPulkv. Brieža 8,4,96,4/6,P. kara,"1,200  €/mēn."
Piedāvājam īrei 2- guļamistabu dzīvokli Klusajā centrā Strēlniek,centrsStrēlnieku 7,3,85,2/7,Jaun.,"1,300  €/mēn."
"Rezidentiem (for residents). 
Remonta darbus plānots pabeigt 01",centrsAusekļa 10,4,90,3/6,P. kara,750  €/mēn.
"Īpašnieks izīrē 2-istabu dzīvokli Reņģes ielā 2B, Rīgā

Īres n",IļģuciemsReņģes 2B,2,49,5/5,LT proj.,290  €/mēn.
Tiek izīrēts 1-ist. dzīvoklis ar centrālo apkuri. Dzīvoklī ir pa,centrsBruņinieku 115C,1,20,3/5,Renov.,165  €/mēn.
Attīstītājs izīrē divistabu dzīvokli ar balkonu Jaunajā īres pro,centrsCēsu 9,2,52,3/7,Jaun.,780  €/mēn.
Šis skaistais divu istabu dzīvoklis ar terasi ir daļa no pavisam,centrsCēsu 9,2,85,7/7,Jaun.,990  €/mēn.
"Izīrē labu trīsistabu dzīvokli Vecrīgā. 
Dzīvoklis atrodas ēkas",centrsTeātra 2,3,97,3/6,Specpr.,950  €/mēn.
"Izīrē izremontētu vienistabas dzīvokli Rīgā, Tvaika ielā 34 ar k",SarkandaugavaTvaika 34,1,22,4/5,Renov.,170  €/mēn.
"Kompakts, skaists un silts 1-istabu studio dzīvoklis ar jaunu re",centrsZvaigžņu 24,1,20,5/6,P. kara,25  €/dienā
Izīrēju īstermiņā 2-istabu dzīvokli. Aprīkots ar 2-guļamo gultu,centrsZvaigžņu 24,2,40,1/6,P. kara,35  €/dienā
"Lv Ru En Ua
Pieejams no 18.maija. 
Komunālie ir iekļūti. Privā",VecrīgaJēkaba 26/28,1,16,1/5,P. kara,365  €/mēn.
Аренда на короткий срок. Посуточная аренда новой 2-х комнатной к,PļavniekiDzeņu 1,2,50,3/9,602.,45  €/dienā
Tiek izīrēts divistabu dzīvoklis ar vienu caurstaigājamu istabu.,centrsBlaumaņa 14,2,48,3/4,Renov.,350  €/mēn.
Dzīvoklis pilnībā aprīkots ar mēbelēm un sadzīves tehniku. Pagal,centrsLāčplēša 121A,1,23,4/4,Renov.,280  €/mēn.
Izīrē kompaktu telpu Rīgas centrā 2min no origo. Atrodas cokola,centrsDzirnavu 115,1,10,1/6,P. kara,170  €/mēn.
Tiek izīrēts 2 istabu dzīvoklis. Dzīvoklis mēbelēts un aprīkots,VecmīlgrāvisVecmīlgrāvja 1. l. 50,2,50,2/5,LT proj.,260  €/mēn.
Tiek piedāvāts ilgtermiņa īrei divistabu dzīvoklis projektā “Cen,centrsRepublikas laukums 3,2,56,4/9,Jaun.,580  €/mēn.
Namsaimnieks izīrē divistabu dzīvokli ar tikko veiktu kosmētisko,centrsBruņinieku 71b,2,55,3/4,P. kara,350  €/mēn.
"Ērts, Elegants un plašs dzīvoklis Vecrīgā. 

Dzīvoklis atrodas",VecrīgaTeātra 2,3,97,3/5,P. kara,950  €/mēn.
"Izīrē studio tipa 2-istabu dzīvokli pašā Rīgas centrā. 

Dzīvo",centrsLāčplēša 24,2,29,2/6,Renov.,470  €/mēn.
"Īpašnieks ilgtermiņā izīrē 1ist dzīvokli centrā, labā vietā. Uzs",centrsZirņu 5,1,34,6/9,467.,270  €/mēn.
Tiek izīrēts plašs 3 istabu dzīvoklis ar terasi. Dzīvoklis ar pr,KlīversalaH. Celmiņa 13,3,159,1/6,Jaun.,"1,000  €/mēn."
Tiek izīrēts 4 istabu dzīvoklis Zolitūde. Daļēji mēbelēts ar nep,ZolitūdeRuses 24,4,92,8/9,119.,500  €/mēn.
Izireju vienistabas dzivokli-studiju. Ar visām ērtībām. Jebūvēta,centrsTallinas 55,1,30,4/4,P. kara,330  €/mēn.
"Īrei piedāvājam dzīvokli burvīgajā Miera ielas atmosfērā, šeit v",centrsMiera 23,2,33,3/3,Renov.,550  €/mēn.
Dzīvespriecīgais un jaunais dzīvoklis pēc totālas renovācijas pr,centrsZvaigžņu 24,1,20,2/6,P. kara,30  €/dienā
Сдается однокомнатная квартира в центре Зиепниекалнса. Квартира,ZiepniekkalnsDižozolu 25,1,32,8/9,602.,220  €/mēn.
Tiek izīrēts 1 istabas studio tipa dzīvoklis ar malkas apkuri.,DzegužkalnsBuļļu 8,1,21,2/2,P. kara,230  €/mēn.
"Vieta automašīnai pagalmā. Var izmantot gan kā dzīvokli, gan kā",TeikaBurtnieku 2,2,49,1/2,P. kara,290  €/mēn.
"Īrei tiek piedāvāts plašs, 2 līmeņu, 5 istabu dzīvoklis Cēsu iel",centrsCēsu 23,5,107,6/7,Renov.,"1,000  €/mēn."
"Pirms 2 gadiem renovēta māja un dzīvoklis, jauni inženiertīkli,",centrsBlaumaņa 9,3,74,4/5,Renov.,"1,200  €/mēn."
Izīrējas atsevišķa istaba ar privātu WC un dušu Rīgas centrā. Pi,centrsBruņinieku 75b,1,25,2/3,P. kara,185  €/mēn.
"Īpašnieks izīrē siltu , saulainu 2-istabu studio tipa dzīvokli b",ZiepniekkalnsKalētu 4,2,39,3/4,Renov.,390  €/mēn.
Uz ilgu laiku tiek izīrēts divu istabu dzīvoklis vienā no labāka,TeikaRopažu 14k1,2,38,6/10,Jaun.,580  €/mēn.
"Tiek izīrēts mēbelēts 3 istabu dzīvoklis Dzelzavas ielā 25, Purv",PurvciemsDzelzavas 25,3,62,8/9,602.,400  €/mēn.
"Parkings cenā, dzīvoklis klusajā centrā, unikālā jaunajā projekt",centrsValkas 4,3,81,2/5,Jaun.,"1,500  €/mēn."
Сдаётся 2 комнатная квартира с ремонтом. Две изолированные комна,PļavniekiJasmuižas 11,2,50,6/8,602.,330  €/mēn.
Izīrējam dzīvokli Dzeņu ielā 2. Dzīvokļa kopējā platība 40 m. sa,PļavniekiDzeņu 2,1,40,5/9,M. ģim.,260  €/mēn.
"Parking includet, quiet center, furnished apartment in a unique",centrsValkas 4,2,63,2/5,Jaun.,"1,200  €/mēn."
"Gaišs un gaumīgs 3-istabu dzīvoklis Rīgas centrā. 

Dzīvoklis",centrsHanzas 6,3,63,5/6,Renov.,600  €/mēn.
"Пентхаус с огромной террасой, панорамной гостиной с панорамным в",centrs13. janvāra 21,3,144,6/6,Jaun.,"1,450  €/mēn."
Хозяин сдает 2 комнатную квартиру порядочной семье без животных.,Maskavas priekšpilsētaDricānu 4,2,45,1/5,Hrušč.,260  €/mēn.
"Izīre saulainu 2 istabu dzīvokli Klusajā centrā. 

Plānojums:",centrsVīlandes 16,2,65,4/6,Renov.,650  €/mēn.
"Сдаётся солнечная 2-хкомнатная квартира в Тихом Центре, в проект",centrsRepublikas laukums 3,2,34,2/9,Jaun.,450  €/mēn.
Piedāvājam ilgtermiņa īrei četristabu dzīvokli Klusajā centrā.,centrsElizabetes 27,4,89,1/4,P. kara,750  €/mēn.
"Tiek izīrets plašs, remontēts un gaišs trīs istabu dzīvoklis. Ēr",MežciemsBiķernieku 220,3,67,3/5,103.,490  €/mēn.
"Izīrē modernu, mājīgu, klusu, siltu 2 istabu dzīvokli pašā Rīgas",centrsĢertrūdes 99,2,45,1/6,Renov.,40  €/dienā
Izīrē dzīvokli jaunajā projektā Skanstes Virsotnes. Projektu vei,centrsSkanstes 29,3,117,20/24,Jaun.,"1,200  €/mēn."
"Сдаётся квартира, с мебелью, бельем, посудой, техникой, Wifi. Хо",ImantaM. Krūmu 28,2,56,1/4,Jaun.,40  €/dienā
"Светлая, уютная, после ремонта, раздельные комнаты, без мебели н",PurvciemsDzelzavas 19,2,73,1/5,Jaun.,400  €/mēn.
Izīrē četru istabu dzīvokli ar mēbelēm un visu nepieciešamu sadz,centrsMerķeļa 17,4,143,3/4,P. kara,800  €/mēn.
"Izīrēju divstāvu dzīvokli Āgenskalnā, Strazdu ielā 6. Dzīvoklis",ĀgenskalnsStrazdu 6,3,75,2/2,P. kara,520  €/mēn.
"Izīrē plašu 3 istabu dzīvokli ļoti labā vietā Rīgas centrā. 
Dz",centrsDzirnavu 60,3,82,1/5,P. kara,700  €/mēn.
"Labiekārtots dzīvoklis, kārtīgam īrniekam. 
Ikmēneša īre + elek",ĀgenskalnsKuldīgas 4,2,60,1/2,P. kara,600  €/mēn.
Tiek izīrēts divistabu dzīvoklis ar vienu caurstaigājamu istabu.,centrsBlaumaņa 14,2,52,2/4,Renov.,400  €/mēn.
"Квартира находится в 5 минутах на машине от центра , 15 минут до",Maskavas priekšpilsētaLomonosova 14,3,82,9/9,Specpr.,600  €/mēn.
Tiek izīrēts plašs saulains sešu istabu divlīmeņu (3 - 4 stāvs),centrsĢertrūdes 117,6,224,3/4,P. kara,"1,750  €/mēn."
Сдам в аренду на срок от 1 года абсолютно новую квартиру с личны,ZiepniekkalnsTumes 25,2,40,6/6,Jaun.,590  €/mēn.
"Izīrēju skaistu dzīvokli Āgenskalna centrā, cenā iekļauti visi k",ĀgenskalnsM. Nometņu 30,3,60,2/2,Specpr.,420  €/mēn.
"Laba lokācija, jo ne tikai Vecrīga aptuveni piecpadsmit minūšu g",centrsĢertrūdes 60,3,100,5/6,P. kara,550  €/mēn.
Izīrē ekskluzīvu 2 istabu dzĩvokli 47kvm. Dzīvoklis pilnībā mẽbe,centrsElizabetes 3,2,47,2/6,Renov.,880  €/mēn.
"Saimnieks izīrē jaunu, mājīgu un modernu 2 istabu studio tipa dz",centrsLāčplēša 53,2,43,5/5,Renov.,550  €/mēn.
"Īpašnieks izīrē 3 istabu dzīvokli ar mēbelēm, sadzīves tehniku,",Maskavas priekšpilsētaKrāslavas 14,3,54,4/6,Jaun.,500  €/mēn.
Tiek īzīrēts ilgtermiņa 2 istabas dzīvoklis Lejas ielā 5. Dzīvok,centrsLejas 5,2,51,3/3,P. kara,450  €/mēn.
"Burvīgs mansarda studio-tipa dzīvoklis. 
+ Pilnībā mēbelēts un",VecrīgaKungu 25,1,37,6/6,Jaun.,450  €/mēn.
"Izīrē kompaktu divistabu dzīvokli pagalma mājā. 
Dzīvoklis sast",centrsČaka 41,2,40,1/2,P. kara,400  €/mēn.
"Ekskluzīvs dzīvoklis Rīgas centrā ilgtermiņa īrei. 
19. un 20.",centrsAusekļa 4,2,68,3/6,Jaun.,"2,500  €/mēn."
Piedāvāju uz īri pilnībā aprīkotu un mēbelētu dizaina dzīvokli t,centrsSadovņikova 33,2,69,4/5,P. kara,600  €/mēn.
"Ilgtermiņa īrei pieejams saulains, kluss dzīvoklis. 
Plānojums:",centrsBruņinieku 72,2,40,5/5,Renov.,400  €/mēn.
Сдаётся 2 комнатная квартира. Две изолированные комнаты. Металли,ImantaDubultu 7,2,51,3/5,LT proj.,280  €/mēn.
"Gaišs, daļēji mēbelēts, A+ energoefektivitātes klases 2 istabu d",Maskavas priekšpilsētaGrēdu 17,2,40,5/9,Jaun.,550  €/mēn.
Izīrējam klusiem cilvēkiem vienistabas dzīvokli bez mēbelēm. Ir,TeikaRopažu 31,1,28,1/2,Priv. m.,190  €/mēn.
"Tiek piedāvāts ilgtermiņa īrei skaists, silts un tīrs dzīvoklis",centrsTomsona 24,3,60,1/5,Specpr.,720  €/mēn.
"Ar skatu uz Daugavas pusi, daļēji mēbelēts, A+ energoefektivitāt",centrsMaskavas 190,2,40,5/9,Jaun.,550  €/mēn.
1-комнатная квартира. Salacas iela 1- удобно подьехать. На 3 час,Krasta r-nsSalacas 1,1,30,3/4,Renov.,44  €/dienā
"Цена включает коммунальные услуги, квартира сдаётся на месяц.",VecrīgaKalēju 49,2,40,2/5,Renov.,750  €/mēn.
"Ar nišā daļēji nodalītu virtuves zonu, zemiem komunālajiem maksā",centrsMaskavas 190,3,61,4/9,Jaun.,690  €/mēn.
Piejama īre vai īre ar izpirkumu renovētajā Brīvības ielā 95 - n,centrsBrīvības 95,3,75,2/3,Renov.,900  €/mēn.
Tiek izīrēts tikko izremontēts moderns un jauks 1 guļamistabas d,centrsČaka 41,1,38,2/2,P. kara,33  €/dienā
Tiek izīrēts nesen izremontēts mājīgs un saulains 1 istabas dzīv,GrīziņkalnsLauku 3B,1,32,5/6,P. kara,20  €/dienā
"Ar plašu virtuves zonu un zemiem komunālajiem maksājumiem, daļēj",Maskavas priekšpilsētaMaskavas 190,3,55,4/9,Jaun.,650  €/mēn.
"Izīrēju studija tipa 1-istabas dzīvokli Rīgas centrā, 8. stāvā,",centrsKlusā 18,1,23,8/9,Renov.,290  €/mēn.
"Ar skatu uz iekārtotu, zaļu pagalmu, daļēji mēbelēts, A+ energoe",Krasta r-nsGrēdu 17,3,59,4/9,Jaun.,650  €/mēn.
"2 bedroom apartment in the new project Albatross

- Full finis",centrsVēžu 14,2,52,4/6,Jaun.,600  €/mēn.
"Īrei tiek piedāvāts 2istabas dzīvoklis, daļēji mēbelēts. Neliela",ĀgenskalnsNometņu 29,1,40,2/3,M. ģim.,300  €/mēn.
"Ar skatu uz zaļu, labiekārtotu pagalmu, daļēji mēbelēts, A+ ener",centrsMaskavas 190,2,38,4/9,Jaun.,470  €/mēn.
"Ilgtermiņā izīrē nemēbelētu 2 istabu dzīvokli. 
Viena istaba ca",TeikaZemitāna lauk. 2a,2,52,2/4,P. kara,310  €/mēn.
"Сдаю без посредников 2 комнатную квартиру, с балконом. Очень удо",DzegužkalnsM. Stacijas 20,2,41,3/5,LT proj.,280  €/mēn.
"Rupniecibas 27 - 2-bedroom apartment on the 3rd floor. 

New F",centrsRūpniecības 27,2,55,3/5,Jaun.,900  €/mēn.
Attīstītājs izīrē divistabu dzīvokli ar balkonu Jaunajā īres pro,centrsCēsu 9,2,52,5/7,Jaun.,770  €/mēn.
110 евро в день с воскресения по четверг. В пятницу и субботу це,centrsBrīvības 48,4,137,4/5,P. kara,110  €/dienā
Сдаётся 2-х комнатная квартира со всеми удобствами на длительный,SarkandaugavaSliežu 35,2,45,3/5,Hrušč.,220  €/mēn.
Īpašnieks izīrē maksātspējīgam īrniekam 2-istabu saulainu dzīvok,ĀgenskalnsMārupes 5,2,44,3/4,P. kara,210  €/mēn.
Pieejams dzīvoklis 4.stāvā tikko pēc kapitālā remonta. Neviens v,centrsBrīvības 164,2,55,4/5,P. kara,650  €/mēn.
"Īpašniece izīrē skaistu, saulainu, pilnībā mēbelētu dzīvokli paš",centrsBarona 37,2,64,3/6,P. kara,680  €/mēn.
Īpašnieks izīrē kārtīgai maksātspējīgai ģimenei saulainu daļēji,ĀgenskalnsMārupes 5,3,79,3/5,P. kara,360  €/mēn.
Tiek izīrēts 3 istabu dzīvoklis smalkā jūgendstila ēkā Klusā cen,centrsElizabetes 6,3,101,3/5,P. kara,680  €/mēn.
Сдается на короткий срок(от 1 месяца и более) 2х комнатная кварт,IļģuciemsŠauļu 1,2,50,4/5,LT proj.,345  €/mēn.
"Īzīrē, bez starpniekiem un starpniecības komisijas, vienistabas",centrsUpes 8,1,35,2/2,P. kara,275  €/mēn.
Ilgtermiņa īrei tiek piedāvāts mājīgs dzīvoklis Vecrīgas centrā,VecrīgaGrēcinieku 8,3,113,5/5,Renov.,850  €/mēn.
"Fasādes māja, labiekārtots apzaļumots pagalms, slēgts pagalms, v",TeikaBrīvības 289,3,50,2/3,P. kara,420  €/mēn.
"Sētas māja ar labiem kaimiņiem, dzīvoklis pēc kosmētiskā remonta",centrsArtilērijas 53,3,70,4/4,Priv. m.,500  €/mēn.
"Pasakains skats uz jūgendstila ēkām, tajā skaitā uz Ģertrūdes ba",centrsĢertrūdes 16,1,37,6/6,P. kara,500  €/mēn.
Сдаю 1-комнату в 4-комнатной квартире. Комната изолированная зак,centrsLāčplēša 62,1,14,6/6,P. kara,150  €/mēn.
"Tieks izīrēts 3 istabu dzīvoklis Rīgas Klusajā centrā. 
Augstai",centrsPumpura 5,3,62,1/6,P. kara,600  €/mēn.
"Mājīgs, labiekārtots 
- 2 istabu dzīvoklis 
- ar visu nepiecie",centrsTomsona 23,2,43,2/5,Hrušč.,450  €/mēn.
"Квартира в одном из самых престижных проектов Риги ""Centra Nams""",centrsRepublikas laukums 3,2,55,2/7,Jaun.,50  €/dienā
Tiek izīrēts 1- istabas dzīvoklis ar malkas apkuri. Dzīvoklī ir,centrsBruņinieku 115А,1,20,4/5,Renov.,165  €/mēn.
Сдаю 1 комнатную квартиру. В квартире сделан капитальный ремонт.,DzegužkalnsDzirciema 35,1,30,3/5,LT proj.,300  €/mēn.
"Izīrē 7 istabu dzīvokli, pilnība aprīkotu kā mini viesnīca Rīgas",centrsBrīvības 132,Citi,165,2/3,P. kara,"1,550  €/mēn."
Īpašnieks ilgtermiņā(ne īsāk kā 1 gads) izīrē pilnībā mēbelētu d,centrsLāčplēša 13,1,20,3/5,Renov.,380  €/mēn.
Pilnībā aprīkots 2 istabu dzīvoklis ar pazemes stāvvietu 2023. g,ImantaAkāciju 2f,2,51,6/9,Jaun.,500  €/mēn.
"Stilīgs dzīvoklis Klīversalā, moderniem cilvēkiem. Izcila vieta",KlīversalaKlīveru 1,1,28,4/5,P. kara,390  €/mēn.
Tiek piedāvāts silts un mājīgs dzīvoklis pilsētas centrā par zem,centrsStabu 55,1,20,1/5,P. kara,200  €/mēn.
Pēc remonta ilglaicīgai īrei tiek izīrēts trīs istabu dzīvoklis.,centrsMaskavas 29,3,74,3/4,P. kara,500  €/mēn.
Сдается полностью мебелированная квартира со всеми удобствами кл,VecmīlgrāvisAtlantijas 8,1,27,4/5,Specpr.,240  €/mēn.
Izīrējas mājīgs 2 ist. dzīvoklis. Pie mājas autostāvvieta. Blaku,TeikaŪnijas 60,2,45,5/5,LT proj.,25  €/dienā
"Сдается 1 комнатная квартира рядом с Т/ц Домина, Махiма. Имеется",PurvciemsDzelzavas 6,1,40,2/5,M. ģim.,25  €/dienā
"Сдаются шикарные 2-х этажные аппартаменты. 
Расположены на 16 и",ImantaKleistu 11/1,4,180,16/16,Jaun.,"1,100  €/mēn."
Istabu meitenei ar queen size gultu. Dalíta viesistaba un virtuv,ĀgenskalnsTalsu 8,2,50,1/1,P. kara,200  €/mēn.
Tiek izīrēts 2 istabu dzīvoklis lieliskā lokācjā - pašā Rīgas ce,centrsValdemāra 11,2,50,3/5,P. kara,550  €/mēn.
"Īrei pieejams 3 istabu dzīvoklis Rūpniecības ielā 22, spec. proj",centrsRūpniecības 22,3,99,1/7,Specpr.,560  €/mēn.
"Сдается однокомнатная квартира в Иманта-4, 602 серия, комната 13",ImantaVīksnes 29A,1,33,4/9,602.,250  €/mēn.
Mēbelēts un pilnībā aprīkots 2 istabu dzīvoklis projektā Pagalms,TeikaTuraidas 6,2,46,4/5,Jaun.,590  €/mēn.
"Iznomā studio tipa dzīvoklī atsevišķu istabu pašā Rīgas centrā,",centrsČaka 56A-14,1,8,2/2,Specpr.,100  €/mēn.
"Lat:
Tiek izīrēts gaišs un silts dzīvoklis Ziepniekkalnā. 
Dzī",ZiepniekkalnsĪslīces 9,4,93,8/10,119.,600  €/mēn.
Tiek izirets omuligs dzivoklis jaunaja projekta. Dzivoklis ir lo,PļavniekiSalnas 21,2,45,5/9,Jaun.,450  €/mēn.
"Gaišs studio dzīvoklis Sitas ielā 

+ Centrālā apkure;
+ pils",DārzciemsSitas 50,1,30,1/5,M. ģim.,250  €/mēn.
"Lat:
Izīrē gaišu dzīvokli Rīgas centrā. Dzīvoklis ir labi aprīk",centrsPērnavas 57,3,75,2/4,P. kara,450  €/mēn.
Īpašnieks ilgtermiņā izīres 1-istabu dzīvokli Purvciemā - Marsa,PurvciemsMarsa g. 12,1,28,1/5,LT proj.,270  €/mēn.
Izīrēju dzīvokli jaunajā kluba tipa projektā. Dzīvoklis aprīkots,centrsPulkv. Brieža 21,2,81,4/7,Jaun.,850  €/mēn.
"Ar visam ertibam. Studio. Mebeles, ledusskapis, velas masina.",SarkandaugavaPatversmes 1,1,21,1/3,P. kara,180  €/mēn.
Ilgtermiņā tiek izīrēts 1-istabas dzīvoklis ar sadzīves tehniku,centrsValdemāra 52,1,30,5/5,Hrušč.,350  €/mēn.
Сдаётся без посредников уютная 3-х комнатная квартира с мебелью,Šampēteris-PleskodāleZalves 43,3,102,4/4,Jaun.,900  €/mēn.
Сдается в аренду после косметического ремонта 3-х комнатная квар,ImantaKurzemes pr. 62,3,64,3/9,602.,390  €/mēn.
"Сдаётся уютная 2х комнатная квартира в Пурвциемсе. 
В квартире",PurvciemsVaidavas 6 k-2/3,2,53,1/5,Jaun.,250  €/mēn.
"Izīrē ekskluzīvu dzīvokli Rīgas klusajā centrā. 

Piedāvājam i",centrsValkas 4,2,63,2/5,Jaun.,"1,200  €/mēn."
"Izīrē ekskluzīvu dzīvokli Rīgas klusajā centrā. 

Piedāvājam i",centrsValkas 4,3,81,2/5,Jaun.,"1,500  €/mēn."
Īpašnieks ilgtermiņā izīrē lielisku 76 m2 lielu trīsīstābu dzīvo,centrsKalniņa 2,3,76,5/6,P. kara,760  €/mēn.
Ilgtermiņa tiek piedāvāts īrei skaists dzīvoklis ar pilnīgi jaun,centrsValdemāra 4,4,110,3/6,P. kara,"1,900  €/mēn."
Izīrē siltu un gaišu dzīvokli. Klusa un skaista vieta. Veļas maš,centrsVesetas 34,1,34,11/12,Čehu pr.,230  €/mēn.
Tiek izīrēts dzīvoklis ar vienreizēju skatu uz upi un gleznaino,centrsRepublikas laukums 3,1,56,4/7,Jaun.,600  €/mēn.
Tiek izīrēts trīsistabu dzīvoklis ilgtermiņā. Dzīvoklis ar auton,TeikaĀraišu 18,3,56,3/3,Renov.,530  €/mēn.
Izīrē jaunu un mēbelētu 2-istabu dzīvokli restaurētā eklektisma,centrsPulkv. Brieža 10,2,47,4/5,Renov.,850  €/mēn.
"Daļēji mēbelēts un aprīkots 3 izolētu istabu dzīvoklis. 

Dzīv",ZolitūdeAnniņmuižas 7,3,94,3/13,Specpr.,650  €/mēn.
"Saulains dzīvoklis Pļavniekos ar skatu uz zaļo pagalmu

Plānoj",PļavniekiSalnas 12,1,32,4/9,602.,250  €/mēn.
"Ilgtermiņā izīrē mājīgu un plašu 1 istabas dzīvokli. 
-Dzīvokli",ImantaAnniņmuižas 28,1,38,2/17,Specpr.,350  €/mēn.
Сдается 2 комнатная квартира на длительный срок. Комнаты Изолиро,ĶengaragsAviācijas 9,2,50,2/5,LT proj.,250  €/mēn.
"Izcilā vietā- dzīvoklis pašā Rīgas centrā, ar izpirkuma tiesibam",centrsBrīvības 39A,2,62,5/7,P. kara,650  €/mēn.
"Хозяин здает комнату , со всеми удобствами , комуналных платежей",TorņakalnsDīķa 20,1,40,2/2,Priv. m.,150  €/mēn.
"Izīrē 3 istabu dzīvokli Rīgas centrā .
Visi logi uz lielu pagal",centrsLāčplēša 129,3,72,3/4,P. kara,"1,250  €/mēn."
"Izīrē 3-istabu dzīvokli Purvciemā. Visas ērtības. Labs, skaists,",PurvciemsNīcgales 11,3,60,1/5,LT proj.,420  €/mēn.
